EOS,Affinity,Smile
EOS1387,-7.314,COc1ccc(-c2nc(=O)c3c([nH]2)CN(C(=O)c2cccn2C)CC3)cc1
EOS1388,-7.81,O=C(c1ccccn1)N1CCc2c(nc3cc(-c4ccccc4Cl)[nH]n3c2=O)C1
EOS1389,-8.826,O=C(Nc1ccc(C(F)(F)F)cc1)N1CCc2nc3cc[nH]n3c(=O)c2C1
EOS1390,-7.335,CCN(CC)C(=O)N1CCc2nc3cc(-c4ccc(OC)cc4)[nH]n3c(=O)c2C1
EOS1391,-6.95,COc1ccc(CN2CCc3nc(N(C)C)[nH]c(=O)c3CC2)cc1OC
EOS1392,-7.835,O=c1[nH]c(N2CCOCC2)nc2c1CCN(Cc1cc(F)cc(F)c1)CC2
EOS1393,-7.608,CC(C)c1nc(-c2ccc(OC3CCN(S(=O)(=O)c4cn(C)cn4)C3)cc2)no1
EOS1394,-6.148,CCOc1ncccc1CN(C)C(=O)c1ccc(Br)o1
EOS1395,-6.621,COc1ncccc1CN(C)C(=O)c1ccc2cc[nH]c2c1
EOS1396,-6.061,CCCS(=O)(=O)N(C)Cc1cccnc1Oc1ccccc1
EOS1397,-6.981,COc1ccc(CN2CCC(NC(=O)Cc3ccc(F)cc3)C2)cn1
EOS1398,-6.491,CCCOc1nccnc1NC1CCN(C(=O)c2ccsc2)CC1
EOS1399,-7.769,CCn1cc(S(=O)(=O)N2CCC(c3noc(-c4cnccn4)n3)C2)cn1
EOS1400,-6.892,CS(=O)(=O)N1CCCC(OCc2nc(-c3ccccc3)no2)C1
EOS1401,-6.183,CCCN(CC1CCOC1)S(=O)(=O)c1cc(F)ccc1F
EOS1402,-5.707,CN(CC1CCOC1)S(=O)(=O)c1ccc(Br)cc1
EOS1403,-6.35,CN(CC1CCOC1)C(=O)NCc1ccc(F)cc1
EOS1404,-7.662,Cc1ccc(C(=O)N2CC(CNC(=O)N3CCCC3)C3(CCOCC3)C2)s1
EOS1405,-6.929,Cc1noc([C@H]2CCN(Cc3cccnc3)C[C@H]2NC(=O)C2CC2)n1
EOS1406,-7.152,Cc1ccsc1C(=O)N1CC[C@@H]2COCCN(Cc3ccncc3)[C@@H]2C1
EOS1407,-6.549,CCCN1C(=O)CC[C@]2(CNC(=O)c3ccncc3F)CCC[C@@H]12
EOS1408,-6.715,COCCCNC(=O)N1CCC(Cc2noc(-c3ccc(OC)cc3)n2)C1
EOS1409,-7.512,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)c1ccc(F)cc1F
EOS1410,-7.184,CCn1nc(C)c(CN(C)CCN(C2CCOCC2)C2CCCN(C(=O)C3CC3)C2)c1C
EOS1411,-7.193,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)CC1=CCCCC1
EOS1412,-7.305,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)CCn1ccnc1
EOS1413,-7.405,CC(=O)N1CCCC(N(CCNC(=O)Cc2ccc(C)cc2)C2CCOCC2)C1
EOS1414,-6.956,CC(=O)N1CCCC(N(CCNC(=O)CN2CCCCCC2)C2CCOCC2)C1
EOS1415,-6.921,CS(=O)(=O)N1CCC(N(CCNC(=O)COc2ccc(F)cc2)C2CCOCC2)C1
EOS1416,-7.639,CS(=O)(=O)N1CCC(N(CCNC(=O)c2ccc3ncccc3c2)C2CCOCC2)C1
EOS1417,-6.911,Cc1cc(C)n(CCC(=O)NCCN(C2CCOCC2)C2CCN(S(C)(=O)=O)C2)n1
EOS1418,-7.173,Cc1noc(C)c1S(=O)(=O)NCCN(C1CCOCC1)C1CCN(S(C)(=O)=O)C1
EOS1419,-6.704,CN(CCN(C1CCOCC1)C1CCN(S(C)(=O)=O)C1)C(=O)CCn1cccn1
EOS1420,-8.089,Cc1ccccc1NC(=O)N(C)CCN(C1CCOCC1)C1CCN(C(=O)C2CC2)C1
EOS1421,-5.959,Cc1ccn(CC(=O)N(C)CCN(C2CCOCC2)C2CCN(C(=O)C3CC3)C2)n1
EOS482,-8.461,COc1ccc(-c2c(C)nn3c(N4CCC(C(=O)N5CCN(C)CC5)CC4)cc(C)nc23)cc1OC
EOS483,-6.924,CCCN(C(=O)COc1cc(=O)n(C)c2ccccc12)c1ccc(OCC)cc1
EOS484,-7.861,CCn1c(=O)cc(OCC(=O)N2CCN(c3ccccc3F)CC2)c2ccccc21
EOS485,-7.124,COc1cc(OC)c(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)cc1Cl
EOS486,-7.449,CSCC[C@@H](C(=O)Nc1ccc2c(c1)OCCO2)N1Cc2ccccc2C1=O
EOS487,-7.723,CCc1cccc(NC(=O)CCc2c(C)nc3ncnn3c2C)c1
EOS488,-7.645,Cc1nc2c(c(C)c1CCC(=O)NCc1cccnc1)c(=O)n(C)c(=O)n2C
EOS489,-7.265,CCn1c(=O)cc(SCC(=O)Nc2cccc(C#N)c2)c2ccccc21
EOS490,-7.821,CCn1c(CNC(=O)c2ccc(OC)cc2)nnc1SCC(=O)N1CCc2ccccc21
EOS491,-6.592,CCCCN(CC)CCCNC(=O)c1cc2c(=O)n(C)c3ccccc3c2n1C
EOS492,-6.626,CCCCNC(=O)CN(C)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C
EOS493,-6.943,O=C1c2cccnc2C(=O)N1c1ccc(Cl)cc1
EOS494,-6.566,CCCCN(C)CCNC(=O)Cn1ncc2c(=O)oc3ccc(C)cc3c21
EOS495,-6.556,CC(=O)c1cccc(NC(=O)c2onc(C)c2Cl)c1
EOS496,-7.539,CCOc1ccc(S(=O)(=O)c2c[nH]c3ccc(C)cc3c2=O)cc1
EOS497,-7.764,Cc1cccc(N2C(=O)C(CC(=O)Nc3ccccc3)N(C(C)C)C2=O)c1
EOS498,-8.568,Cc1cccc(N2CCN(C(=O)C3CCCN(S(=O)(=O)c4ccc5c(c4)oc(=O)n5C)C3)CC2)c1C
EOS499,-7.708,COc1ccc(C2=NOC(C(=O)N3CCN(c4ccc(F)cc4)CC3)C2)cc1
EOS500,-6.157,CCC(C)NC(=O)C1CC(c2cccc(OC)c2)=NO1
EOS501,-7.359,COc1ccccc1C1=NOC(C(=O)Nc2ccc(C(C)=O)cc2)C1
EOS502,-7.803,COc1ccccc1NC(=O)Cn1cnc2c(nnn2Cc2ccccc2F)c1=O
EOS503,-7.805,O=C(Cn1cnc2c(nnn2Cc2ccc(Cl)cc2)c1=O)N1CCCCCC1
EOS504,-8.536,Cc1noc2ncnc(N3CCC(C(=O)N4CCN(c5cccc(Cl)c5)CC4)CC3)c12
EOS505,-7.206,Cc1nn2c(=O)cc(COc3ccccc3NC(=O)c3ccco3)nc2s1
EOS506,-7.53,COc1ccc(OC)c(NC(=O)Cn2c(=O)c3ccc(Cl)cc3n3nncc23)c1
EOS507,-7.374,CCOCC(=O)Nc1c(C(=O)Nc2ccccc2OC)oc2ccccc12
EOS508,-8.069,CCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C
EOS509,-7.72,O=C(Cn1nc(Cc2cccnc2)c2ccccc2c1=O)Nc1nccs1
EOS510,-7.14,O=C(NCCCN1CCOCC1)c1ccc2c(c1)N(Cc1ccccc1)CCS2
EOS661,-7.367,CCOc1ccc(N2CCCn3c2nc2c3c(=O)[nH]c(=O)n2C)cc1
EOS662,-7.804,CC1CN(CCc2ccccc2)c2nc3c(c(=O)n(CCCO)c(=O)n3C)n2C1
EOS663,-7.098,CC(=O)Cn1c(=O)c2c(nc3n2CCCN3c2cccc(C)c2C)n(C)c1=O
EOS664,-7.164,CCN(CC)S(=O)(=O)c1cccc(C(=O)CN2C(=O)c3ccccc3OC(C)C2=O)c1
EOS665,-7.364,Cc1cccc(C(=O)N2CCN(C(=O)c3nonc3N)CC2)c1
EOS666,-6.817,CCn1ccc(C(=O)N2CCCC2c2ccccc2C)n1
EOS667,-6.812,CCn1ncc(Cl)c1C(=O)N1CCCC1c1ccc(OC)cc1
EOS668,-5.6,Cc1noc(C)c1C(=O)N1CCCC1c1ccco1
EOS669,-7.016,O=C(c1cc(C2CC2)on1)N1CCCC1c1ccc(F)cc1
EOS670,-5.139,CCCS(=O)(=O)N1CCCC1c1cccs1
EOS671,-7.599,CC(=O)N1CCOc2ccc(S(=O)(=O)N3CCCC3c3cccc(C)c3)cc21
EOS672,-6.606,COc1cc(CN2CCCC2c2cccc(F)c2)cc(OC)c1O
EOS673,-6.249,COc1cc(NC(=O)N2CCCC2c2cccc(C)c2)cc(OC)c1OC
EOS674,-7.558,CC(=O)c1ccc(NC(=O)COc2cccc(-c3nc(C)no3)c2)cc1
EOS675,-6.99,COCCNS(=O)(=O)c1ccc(OC)c(-c2nc(C(C)C)no2)c1
EOS676,-8.629,O=C(c1ccc(Nc2c(-c3ccccc3)nc3cnccn23)cc1)N1CCOCC1
EOS677,-6.687,COc1ccccc1NC(=O)Nc1nc2ccccc2s1
EOS678,-6.957,CCCNCc1cc(=O)n2nc(NCc3ccccc3)nc2[nH]1.Cl
EOS679,-7.608,COc1ccc(-c2nnc(SCC(=O)N3CCN(CCO)CC3)n2-c2ccccc2)cc1
EOS680,-7.77,Cc1ccc(CNC(=O)CCc2nc(-c3ccc(C)n(C(C)C)c3=O)no2)cc1
EOS681,-7.433,Cc1ccc(Nc2cc(N3CCN(C(=O)CC(C)C)CC3)nc(C)n2)cc1
EOS682,-7.048,COc1ccccc1NCc1nc2[nH]c3c(c(=O)n2n1)CCC3
EOS683,-6.573,N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NC1CC1
EOS684,-8.108,Cc1sc(NC(=O)c2cccnc2)nc1-c1ccc2c(c1)N(C)C(=O)CO2
EOS685,-7.348,CC(C)C(=O)Nc1nc(-c2ccc3c(c2)N(C)C(=O)C(C)O3)cs1
EOS686,-6.513,Cc1cc(N2C(=O)CCS2(=O)=O)cc(C)c1S(=O)(=O)NCCN(C)C.Cl
EOS687,-7.473,CC1CS(=O)(=O)N(c2ccc(S(=O)(=O)NCCc3ccc(F)cc3)cc2)C1=O
EOS688,-6.557,CC(C)CN1CC(=O)N(c2ccc(Br)cc2)[C@@H]2CS(=O)(=O)C[C@@H]21
EOS689,-8.029,Cc1ccc(NC(=O)N(C)Cc2cc(=O)[nH]c3ccccc23)cc1C
EOS690,-6.86,NC(=O)c1c(-c2ccc(F)cc2)nc2n1CCS2(=O)=O
EOS691,-7.18,CCN1CCN(C(=O)Cc2c(C)nc3nc(-c4cccs4)nn3c2C)CC1
EOS692,-7.367,CCc1nc2nc(C)c(CC(=O)Nc3ccc(OC)cc3)c(C)n2n1
EOS693,-6.705,O=C(CCn1ccc(=O)[nH]c1=O)Nc1ccc(Cl)cc1
EOS694,-6.126,Cc1ccc(OCCSc2nc3c(c(=O)[nH]2)CCC3)cc1
EOS695,-6.801,CCOc1ccc(NC(=O)Cc2ccccc2)c2cccnc12
EOS696,-8.466,Cc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)Nc1cccc2cccnc12
EOS697,-7.573,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCN(C(C)=O)CC1
EOS698,-8.094,O=S(=O)(c1ccc2c(c1)OCO2)N1CCc2cc3ccccc3nc21
EOS699,-8.012,COc1ccc2cc3c(nc2c1)N(C(=O)c1ccc(S(=O)(=O)N(C)C)cc1)CC3
EOS700,-6.242,COc1ccc(CN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2cccs2)cc1OC
EOS701,-7.346,O=S1(=O)C[C@H](NCc2ccccn2)[C@@H](S(=O)(=O)c2ccc(F)cc2)C1
EOS702,-6.152,Cc1cc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCCCOC(C)C)ccc1F
EOS703,-7.945,O=S1(=O)C[C@H](N2CCN(c3ncccn3)CC2)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)C1
EOS704,-7.04,CC(=O)Nc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NC2CCCCC2)cc1
EOS705,-8.219,O=C(CC1CCN(C(=O)c2nnc(C(=O)Nc3cccc(Cl)c3)s2)CC1)NCC1CCCO1
EOS706,-8.153,Cc1ccc(S(=O)(=O)N2CCN(Cc3nc4ccccc4o3)CC2)cc1
EOS707,-7.302,CCc1nc(-c2cc(S(=O)(=O)N3CCC(C(=O)NCC4CCCO4)CC3)c(C)s2)no1
EOS708,-7.71,Cc1nc(-c2cc(NC(=O)C3CC(=O)N(c4ccccc4)C3)c(C)s2)no1
EOS709,-6.834,Cc1nn(C(C)C)c(C)c1S(=O)(=O)N1CCN(C(=O)c2ccc(N(C)C)cc2)CC1
EOS710,-7.804,Cc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3c[nH]c(C(=O)N4CCCC4)c3)C2)cc1C
EOS711,-7.782,COc1ccc(S(=O)(=O)Nc2cc(C(=O)N3CCCC3)ccc2N2CCNCC2)cc1OC.O=C(O)C(F)(F)F
EOS712,-7.58,CNC(=O)N1CCCC(c2cccc(C(=O)Nc3cccc(OC)c3)c2)C1
EOS713,-7.687,CCCN1CCN(S(=O)(=O)c2cc(-c3ccc(=O)n(-c4c(C)noc4C)n3)ccc2OC)CC1
EOS714,-7.309,COc1cc(NC(=O)c2ccc3c(c2)CCN3C(=O)C2CC2)cc(OC)c1
EOS715,-7.713,CCOc1ccc(S(=O)(=O)N2CCCN(c3ccc(=O)n(-c4ccccc4)n3)CC2)cc1
EOS716,-7.664,Cc1ccc(-n2nc(N3CCN(C(=O)CCCN4C(=O)c5ccccc5C4=O)CC3)ccc2=O)cc1C
EOS717,-8.53,Cc1ccc(-n2nc(N3CCN(C(=O)c4n[nH]c5c4CCCC5)CC3)ccc2=O)cc1
EOS718,-7.097,COc1ccc(C)cc1N(C)C(=O)c1cc2c(=O)n(C)c(=O)n(C)c2s1
EOS719,-7.967,Cn1c(=O)c2cc(C(=O)Nc3cc(F)ccc3F)sc2n(C)c1=O
EOS720,-8.028,Cn1c(=O)c2cc(C(=O)N3CCC(c4ccccc4)C3)sc2n(C)c1=O
EOS721,-7.059,COc1ccc(S(=O)(=O)n2cc3c(=O)n(C(C)C)c(=O)n(C(C)C)c3n2)cc1
EOS722,-5.863,Cc1ccc(S(=O)(=O)N2CCC(N)C2)cc1
EOS723,-7.824,CC1CSc2ccc(S(=O)(=O)N3CCN(C4CCCCC4)CC3)cc2NC1=O
EOS724,-6.563,COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)NCCc1ccco1
EOS725,-6.865,Cc1cc(-c2ccc(S(=O)(=O)Nc3cccnc3)s2)on1
EOS726,-6.934,CSc1cccc(N2C(=O)N(Cc3cccc(C)c3)C3CS(=O)(=O)CC32)c1
EOS727,-6.738,CCOc1ccc(N2C(=O)N(Cc3ccccc3Cl)C3CS(=O)(=O)CC32)cc1
EOS728,-6.876,CCc1ccc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1
EOS729,-7.129,Cc1cccc(N2CCN(C(=O)c3cccc(N4CCCS4(=O)=O)c3)CC2)c1C
EOS730,-6.968,COc1ccc(CCNC(=O)CCS(=O)(=O)c2ccc3c(c2)CC(=O)N3C)cc1OC
EOS731,-6.487,CCN(Cc1cc(=O)n2ccsc2n1)c1ccccc1
EOS732,-6.649,Cc1cn2c(=O)cc(CSc3ccccc3NC(=O)CC(C)C)nc2s1
EOS745,-7.722,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N1CCC(C(=O)N2CCC(C(N)=O)CC2)CC1
EOS746,-6.339,CCOCCCNC(=O)C1CCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2CC)CC1
EOS747,-8.066,Cc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)OCC(C(=O)N2CCCC2)O3)cc1
EOS748,-6.193,CCN(c1ccccc1)S(=O)(=O)c1c(C)[nH]c(C)c1C(=O)N1CCCCC1
EOS749,-6.205,Cc1ccc(CNC(=O)CC(C)n2cccn2)cc1
EOS750,-6.686,Cc1cc(C)n(C(C)CC(=O)NCc2ccccc2C)n1
EOS751,-6.685,Cc1ccn(C(C)CC(=O)Nc2ccccc2F)n1
EOS752,-7.661,Cn1c(=O)n(C)c2cc(N3CCOCC3)c(NC(=O)Nc3cccc(Br)c3)cc21
EOS753,-8.174,Cc1nc2ccn(Cc3cccnc3)c(=O)c2cc1C(=O)NCc1ccc2c(c1)OCO2
EOS754,-7.215,COCCn1ccc2nc(C)c(C(=O)N3CCN(c4cccc(OC)c4)CC3)cc2c1=O
EOS755,-6.01,CSc1cccc(NC(=O)CC(C)n2ccnc2)c1
EOS756,-7.765,COc1cccc(CNS(=O)(=O)c2ccc3c(c2)N(C(C)=O)CCCS3)c1
EOS757,-7.525,O=S(=O)(Nc1ccc2c(c1)OCO2)c1ccc(-c2ccn[nH]2)s1
EOS758,-7.017,O=C(Cn1c(=O)oc2ccccc21)Nc1ccc(Cl)cn1
EOS759,-7.961,O=C(NCc1ccccc1)C1CCCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)C1
EOS760,-7.342,COc1ccc(NC(=O)Cn2cnc(S(=O)(=O)N3CCc4ccccc43)c2)cc1
EOS761,-7.527,CCCNc1c(NS(=O)(=O)c2cccc(C#N)c2)c(=O)oc2ccccc12
EOS762,-8.002,O=C(CCS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC1)NC1CCN(Cc2ccccc2)CC1
EOS763,-6.373,CCCNC(=O)NCc1cccn1Cc1cccc(C)c1
EOS764,-5.857,CCOCCCNC(=O)c1ccc(N2CCSc3ncccc32)s1
EOS765,-7.789,O=C(C1CCCN(c2nc3cccnc3s2)C1)N1CCN(c2ccccc2)CC1
EOS766,-6.937,CCCCN(C)C(=O)c1ccc(Cn2c(=O)[nH]c3cc(OC)c(OC)cc3c2=O)cc1
EOS767,-6.606,CCN(CC)C(=O)C1CCC(Cn2c(=O)c3sccc3n(CC(=O)NC(C)C)c2=O)CC1
EOS768,-6.607,O=C(CN1CCCN(Cc2ccccc2F)S1(=O)=O)N1CCCC1
EOS769,-6.822,CCN(CC)C(=O)CN1CCCN(Cc2cc(C)ccc2C)S1(=O)=O
EOS770,-6.673,COc1ccc(N(C)c2nc(-c3ccc(OC)c(OC)c3)no2)c(OC)c1
EOS771,-7.248,COc1cccc(-c2noc(N3CCN(c4ccccn4)CC3)n2)c1OC
EOS772,-6.622,COc1cccc(-c2noc(NCCCN3CCC(C)CC3)n2)c1
EOS773,-6.988,CC(=O)c1ccc(N2CCN(C(=O)CC(c3ccco3)n3cccc3)CC2)cc1
EOS774,-7.431,O=C(CC(c1cccc(F)c1)n1cccc1)N1CCN(c2ccccn2)CC1
EOS775,-6.158,CCC(=O)N1c2ccccc2CC1C(=O)NCCC(C)C
EOS776,-8.3,Cc1ccc(C)c(NC(=O)N2CCC3(CC2)NC(=O)c2ccccc2O3)c1
EOS777,-7.595,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)C1=CSCCO1
EOS778,-6.677,Cc1ccc(C(=O)NCc2cccs2)cc1NC(=O)C1=CSCCO1
EOS779,-8.012,O=C(CN1C(=O)COc2ccc(C(=O)N3CCCC3)cc21)NCc1ccc(Cl)cc1
EOS780,-7.099,CCC(C)NC(=O)N1CCN(Cc2nc3cc(C(C)(C)C)ccc3o2)CC1
EOS781,-7.605,Cc1cc(C(=O)NCCN2CCCCCC2)c2c(=O)n(C)c(=O)n(C)c2n1
EOS782,-7.467,CC(=O)N1c2ccc(S(=O)(=O)N3CCCCC3)cc2CC1C(=O)N(C)Cc1ccccc1
EOS783,-6.389,CCN(CC)S(=O)(=O)c1ccc2c(c1)CC(C(=O)NCCSCc1ccco1)N2C(C)=O
EOS784,-8.418,O=C(CCc1nnc2ccc(N3CCC4(CC3)OCCO4)nn12)Nc1ccccn1
EOS785,-7.742,CC(C)NC(=O)CCc1nnc2ccc(NCc3ccc(F)cc3)nn12
EOS786,-7.218,CC(C)CNC(=O)C1CCN(c2nnc(N3CCCC3=O)s2)CC1
EOS787,-7.064,COc1ccc(CCNS(=O)(=O)c2ccc(C(=O)N3CCCC3)s2)cc1OC
EOS788,-7.029,COc1cccc(NS(=O)(=O)c2c(C(=O)N3CCC(C)CC3)c(C)n(C)c2C)c1
EOS789,-6.342,CCOc1ccc(CCNS(=O)(=O)c2cn(C)cn2)cc1OCC
EOS790,-7.319,Cc1cc(Cl)ccc1NC(=O)C1CCCN(S(=O)(=O)c2cn(C)cn2)C1
EOS791,-7.305,CCn1cnc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)c1
EOS792,-7.418,COc1ccc(CNC(=O)CN2C(=O)CCc3cc(S(=O)(=O)N4CCC(C)CC4)ccc32)cc1
EOS793,-7.699,Cc1ncc(-c2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cc2)o1
EOS794,-7.222,O=S(=O)(c1ccc(-c2ccno2)o1)N1CCN(c2ccccc2)CC1
EOS795,-7.932,COc1ccc(Nc2nc(N3CCN(C(=O)c4ccco4)CC3)nc3c2cnn3C)cc1
EOS796,-6.44,COCCCNc1nc(NCc2ccccc2OC)c2cnn(C)c2n1.Cl
EOS797,-6.799,CCc1ccc(CNC(=O)c2cnc(N3CCOCC3)nc2)cc1
EOS798,-6.992,CCN1CCN(c2ncc(C(=O)Nc3ccc(Cl)cc3)c(C)n2)CC1
EOS799,-7.904,COc1ccccc1CNC(=O)c1cncc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
EOS800,-7.13,CN(c1cncc(C(=O)NCc2cccnc2)c1)S(=O)(=O)c1ccccc1
EOS801,-7.555,COc1ccccc1-n1c(=O)[nH]c2c(C(N)=O)nc(-c3ccncc3)nc21
EOS802,-6.544,CCN(CC)C(=O)Cn1ccn2nc(-c3ccc(OC)c(OC)c3)cc2c1=O
EOS803,-7.289,COc1ccc(-c2cc3c(SCC(=O)NC(C)C)nccn3n2)cc1
EOS805,-6.455,CCOc1ccc(-n2ccn3c(CCCC(=O)NCC(C)C)nnc3c2=O)cc1
EOS806,-7.456,CC(CC(=O)NCc1cccs1)Cc1nnc2c(=O)n(-c3cccc(F)c3)ccn12
EOS807,-8.208,COc1cccc(C(=O)N2CCN(S(=O)(=O)c3cc4c5c(c3)CCC(=O)N5CCC4)CC2)c1
EOS808,-8.114,Cc1ccc(-n2nc(C)c3nc(CCC(=O)N4CCN(c5ccccn5)CC4)c(=O)n(C)c32)cc1
EOS809,-7.125,CCc1nn2c(=O)cc(CSCC(=O)Nc3cccc(C)c3)nc2s1
EOS810,-7.347,Cc1cc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1ccc(F)cc1
EOS811,-7.21,Cc1ccc(S(=O)(=O)Nc2ccc3[nH]c(=O)oc3c2)c(C)c1
EOS812,-6.749,COc1cccc(C(=O)Nc2ccc3[nH]c(=O)oc3c2)c1
EOS813,-6.827,CCn1c(=O)oc2cc(NS(=O)(=O)c3c(C)noc3C)ccc21
EOS814,-6.749,CCCn1c(=O)oc2cc(NC(=O)Nc3cc(OC)c(OC)c(OC)c3)ccc21
EOS815,-8.03,O=C(NCc1cccnc1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1
EOS816,-8.65,Cc1cc(C)n(CC(=O)Nc2ccccc2C(=O)N2CCN(c3ccccn3)CC2)c(=O)c1C#N
EOS817,-6.955,CCCCOc1ccc(C(=O)Nc2cc(N3CCCS3(=O)=O)ccc2OC)cc1
EOS818,-7.06,COc1ccc(CC(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2ccc(Cl)cc2)cc1
EOS819,-6.055,CCCS(=O)(=O)Nc1ccc2c(c1)CCCN2S(=O)(=O)CCC
EOS820,-7.599,O=S(=O)(Nc1ccccc1F)c1ccc(N2CCCCS2(=O)=O)cc1
EOS821,-7.35,CCC(=O)N1CCCc2ccc(NC(=O)COc3ccccc3)cc21
EOS822,-7.056,CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc21
EOS823,-7.773,CCCNC(=O)Cn1c(=O)nc(-c2ccccc2)c2ccccc21
EOS824,-6.828,COc1cccc(NC(=O)c2ncoc2-c2ccc(C)o2)c1
EOS825,-6.526,CCn1nc(C)c(CCNC(=O)Nc2cc(OC)ccc2OC)c1C
EOS826,-7.234,O=C(NCCc1ccco1)c1cc2n(n1)CCCN(Cc1cccc(F)c1)C2=O
EOS916,-7.77,Cc1ccc(C)c(NC(=O)Cn2nc3c(cc2=O)CC(C)CC3)c1
EOS917,-7.146,Cc1cc(NC(=O)c2cccn(Cc3cccc(F)c3)c2=O)no1
EOS918,-7.814,NS(=O)(=O)c1ccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)cc1
EOS919,-7.585,COc1ccc(NC(=O)c2ccc(=O)n(Cc3cccc(F)c3)c2)cc1OC
EOS920,-6.965,Cc1ccc(C(=O)Nc2nnc3n2CCCS3)cc1
EOS921,-7.268,Cc1nc(-c2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)no1
EOS922,-8.694,O=c1ccc2cc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)ccc2[nH]1
EOS923,-6.141,CC(=O)N1CCCc2cc(S(=O)(=O)N(Cc3cccs3)C(C)C)ccc21
EOS924,-7.391,CCn1c(SCC(=O)Nc2nccs2)nc2c([nH]c3ccccc32)c1=O
EOS925,-6.284,COc1ccc(-n2ccnc2SCC(=O)Nc2nc(C)cs2)c(OC)c1
EOS926,-6.77,O=C(CSc1nccn1Cc1ccc2c(c1)OCO2)Nc1nccs1
EOS927,-7.743,Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cc(=O)n(C)c(=O)n1C
EOS928,-6.567,CCOc1cc(C(=O)Nc2cc(=O)n(C)c(=O)n2C)cc(OCC)c1OCC
